Name,Team,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
M.Leggett,Kansas City,DB,0,0,1,0,0,Illegal Contact (1),2,2009
C.Baker,New England,TE,1,10,0,0,0,Offensive Holding (1),2,2009
L.Sheppard,N.Y. Jets,CB,1,5,0,0,0,Illegal Contact (1),2,2009
S.Aiken,New England,WR,1,9,0,0,0,Offensive Holding (1),2,2009
J.Galloway,New England,WR,1,5,0,0,1,Illegal Formation (1),2,2009
R.Moss,New England,WR,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
K.Jenkins,N.Y. Jets,NT,1,5,0,0,1,Encroachment (1),2,2009
C.Hanson,New England,P,1,5,0,0,1,Delay of Game (1),2,2009
B.Watson,New England,TE,1,10,0,0,0,Offensive Holding (1),2,2009
T.White,Philadelphia,OLB,1,6,0,0,0,Offensive Holding (1),2,2009
C.Pitts,Houston,G,1,5,0,0,1,False Start (1),2,2009
J.Kearse,Tennessee,DE,1,5,0,0,1,Defensive Offside (1),2,2009
De.Robinson,Houston,DT,1,5,0,0,0,Illegal Use of Hands (1),2,2009
C.Allred,Tennessee,OLB,1,10,0,0,0,Offensive Holding (1),2,2009
V.Leach,Houston,FB,1,15,0,0,0,Unnecessary Roughness (1),2,2009
J.Jarmon,Washington,DE,1,15,0,0,0,Roughing the Passer (1),2,2009
S.Gado,St. Louis,RB,1,5,0,0,1,False Start (1),2,2009
K.Ellison,Buffalo,ILB,1,5,0,0,0,Offensive Holding (1),2,2009
Nic.Harris,Buffalo,OLB,1,5,0,0,0,Ineligible Downfield Kick (1),2,2009
J.Reed,Buffalo,WR,1,5,0,0,1,False Start (1),2,2009
D.Fine,Buffalo,TE,1,5,0,0,0,Ineligible Downfield Kick (1),2,2009
S.Stroughter,Tampa Bay,WR,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
A.Youboty,Buffalo,CB,0,0,1,0,0,Defensive Holding (1),2,2009
C.Hovan,Tampa Bay,DT,1,2,0,0,1,Neutral Zone Infraction (1),2,2009
K.Mitchell,Buffalo,LB,1,15,0,0,0,Roughing the Passer (1),2,2009
C.Redding,Seattle,DE,1,5,0,0,1,Encroachment (1),2,2009
B.Frye,Seattle,T,1,5,0,0,1,False Start (1),2,2009
E.Heitmann,San Francisco,C,1,10,0,0,0,Offensive Holding (1),2,2009
K.Lucas,Seattle,CB,1,15,0,0,0,Face Mask (15 Yards) (1),2,2009
T.Pashos,San Francisco,T,1,10,0,0,0,Offensive Holding (1),2,2009
R.Willis,Seattle,T,1,5,0,0,1,False Start (1),2,2009
P.Bailey,Pittsburgh,LB,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
J.McKie,Chicago,RB,1,10,0,0,0,Offensive Holding (1),2,2009
A.Ogunleye,Chicago,DE,1,5,0,0,1,Defensive Offside (1),2,2009
M.Anderson,Chicago,DE,1,15,0,0,0,Unnecessary Roughness (1),2,2009
A.Afalava,Chicago,SS,1,10,0,0,0,Offensive Holding (1),2,2009
S.Cooper,San Diego,LB,1,5,0,0,1,Defensive Delay of Game (1),2,2009
T.Dobbins,San Diego,LB,1,0,0,0,0,Unnecessary Roughness (1),2,2009
M.Lawrence,Baltimore,RB,1,15,0,0,0,Unnecessary Roughness (1),2,2009
T.Pryce,Baltimore,DE,1,0,0,0,0,Roughing the Passer (1),2,2009
C.Brown,N.Y. Giants,DB,1,10,0,0,0,Illegal Block Above the Waist (1),2,2009
B.Carpenter,Dallas,LB,1,5,0,0,0,Defensive Holding (1),2,2009
J.Smiley,Miami,G,1,5,0,0,1,False Start (1),2,2009
K.Cox,Jacksonville,DB,1,5,0,0,0,Illegal Touch Kick (1),2,2009
J.Scobee,Jacksonville,K,1,15,0,0,0,Unsportsmanlike Conduct (1),2,2009
B.Marshall,Denver,WR,1,15,0,0,0,Offensive Holding (1),2,2009
C.Munnerlyn,Carolina,DB,0,0,1,0,0,Illegal Use of Hands (1),2,2009
S.Hill,San Francisco,QB,3,20,0,0,2,"Delay of Game (2), Intentional Grounding (1)",3,2009
B.Favre,Minnesota,QB,3,14,0,0,2,"Delay of Game (2), Illegal Forward Pass (1)",3,2009
E.Wood,Buffalo,C,2,15,1,0,0,"Offensive Holding (1), Tripping (1), Ineligible Downfield Pass (1)",3,2009
S.Smith,N.Y. Giants,WR,2,10,1,0,2,"False Start (1), Illegal Touch Pass (1), Illegal Motion (1)",3,2009
C.Griffin,Minnesota,CB,1,5,1,0,1,"Illegal Contact (1), Defensive Delay of Game (1)",3,2009
C.Morris,Oakland,C,1,10,0,1,0,Offensive Holding (2),3,2009
P.Garcon,Indianapolis,WR,1,10,0,1,0,"Face Mask (15 Yards) (1), Offensive Holding (1)",3,2009
D.Rodgers,Arizona,CB,1,5,0,1,1,"Defensive Offside (1), Unsportsmanlike Conduct (1)",3,2009
M.Muhammad,Carolina,WR,2,20,0,0,0,"Offensive Pass Interference (1), Offensive Holding (1)",3,2009
F.Adams,Dallas,T,2,10,0,0,2,False Start (2),3,2009
M.Bradley,Kansas City,WR,2,20,0,0,0,"Offensive Pass Interference (1), Offensive Holding (1)",3,2009
C.Williams,Chicago,T,2,10,0,0,2,False Start (2),3,2009
A.Goldberg,St. Louis,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",3,2009
B.Johnson,N.Y. Giants,DB,2,35,0,0,0,"Defensive Pass Interference (1), Offensive Holding (1)",3,2009
T.Hargrove,New Orleans,DE,2,32,0,0,0,"Unnecessary Roughness (1), Roughing the Passer (1)",3,2009
H.Ward,Pittsburgh,WR,2,19,0,0,0,Offensive Pass Interference (2),3,2009
W.Allen,Miami,DB,2,14,0,0,0,"Defensive Pass Interference (1), Personal Foul (1)",3,2009
R.Smith,Cleveland,DE,1,13,1,0,0,"Illegal Use of Hands (1), Unsportsmanlike Conduct (1)",3,2009
J.Hunter,Detroit,DE,2,20,0,0,1,"Face Mask (15 Yards) (1), Defensive Offside (1)",3,2009
R.Edwards,Minnesota,DE,0,0,1,0,1,Defensive Offside (1),3,2009
S.Baker,Atlanta,T,1,5,0,0,1,False Start (1),3,2009
D.Graham,Denver,TE,1,10,0,0,0,Offensive Holding (1),3,2009
L.Webb,Baltimore,FS,0,0,1,0,1,Defensive Offside (1),3,2009
B.Williams,Cincinnati,G,1,10,0,0,0,Offensive Holding (1),3,2009
S.Spencer,San Francisco,CB,1,15,0,0,0,Taunting (1),3,2009
N.Roach,Chicago,MLB,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
L.Laury,Seattle,LB,1,10,0,0,0,Offensive Holding (1),3,2009
R.Fields,Denver,DT,0,0,0,1,0,Roughing the Passer (1),3,2009
B.Edwards,Cleveland,WR,1,5,0,0,1,False Start (1),3,2009
S.Rogers,Cleveland,DT,1,13,0,0,0,Unnecessary Roughness (1),3,2009
C.Woodson,Green Bay,FS,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
R.Niswanger,Kansas City,C,0,0,1,0,0,Offensive Holding (1),3,2009
F.Walker,Baltimore,DB,1,3,0,0,0,Offensive Holding (1),3,2009
E.Reed,Baltimore,FS,1,25,0,0,0,Defensive Pass Interference (1),3,2009
M.Jenkins,Atlanta,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
D.Penn,Tampa Bay,T,0,0,1,0,0,Offensive Holding (1),3,2009
J.Byrd,Buffalo,FS,1,13,0,0,0,Unsportsmanlike Conduct (1),3,2009
A.Haynesworth,Washington,DT,1,5,0,0,1,Defensive Offside (1),3,2009
J.Foschi,Cincinnati,TE,1,10,0,0,0,Offensive Holding (1),3,2009
A.Smith,Houston,DE,1,15,0,0,0,Horse Collar Tackle (1),3,2009
F.Smoot,Washington,CB,1,5,0,0,0,Illegal Contact (1),3,2009
M.Jenkins,New Orleans,DB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
L.Hall,Cincinnati,CB,0,0,1,0,0,Illegal Contact (1),3,2009
C.Fitzsimmons,Detroit,TE,1,9,0,0,0,Offensive Pass Interference (1),3,2009
K.Collins,Tennessee,QB,1,5,0,0,1,Delay of Game (1),3,2009
C.Rabach,Washington,C,1,10,0,0,0,Offensive Holding (1),3,2009
R.Seymour,Oakland,DT,1,14,0,0,0,Unnecessary Roughness (1),3,2009
R.Barber,Tampa Bay,FS,1,5,0,0,0,Illegal Use of Hands (1),3,2009
A.Herrera,Minnesota,G,1,10,0,0,0,Offensive Holding (1),3,2009
A.Hawk,Green Bay,LB,1,5,0,0,0,Defensive Holding (1),3,2009
A.Bethea,Indianapolis,SS,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
C.Ah You,St. Louis,DT,1,5,0,0,0,Illegal Use of Hands (1),3,2009
B.Fletcher,St. Louis,DB,0,0,1,0,0,Defensive Pass Interference (1),3,2009
J.Otah,Carolina,T,1,5,0,0,1,False Start (1),3,2009
J.Smith,San Francisco,DE,1,15,0,0,0,Unnecessary Roughness (1),3,2009
E.Frampton,Minnesota,DB,1,7,0,0,0,Offensive Holding (1),3,2009
F.Evans,Minnesota,DT,1,5,0,0,1,Encroachment (1),3,2009
T.Romo,Dallas,QB,1,10,0,0,0,Intentional Grounding (1),3,2009
W.Colon,Pittsburgh,G,1,10,0,0,0,Offensive Holding (1),3,2009
J.Thomas,Cleveland,T,0,0,1,0,0,Ineligible Downfield Pass (1),3,2009
C.Johnson,Oakland,CB,1,12,0,0,0,Defensive Pass Interference (1),3,2009
T.Kelly,Oakland,DE,1,2,0,0,1,Defensive Offside (1),3,2009
B.Carr,Kansas City,CB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
B.Albert,Kansas City,T,1,10,0,0,0,Offensive Holding (1),3,2009
E.Foster,Indianapolis,DT,1,15,0,0,0,Roughing the Passer (1),3,2009
L.Brown,Arizona,T,1,10,0,0,0,Offensive Holding (1),3,2009
J.Zuttah,Tampa Bay,C,1,5,0,0,1,False Start (1),3,2009
J.Sitton,Green Bay,G,1,5,0,0,1,False Start (1),3,2009
J.Cutler,Chicago,QB,1,15,0,0,0,Chop Block (1),3,2009
C.Nicks,New Orleans,G,1,10,0,0,0,Offensive Holding (1),3,2009
F.Omiyale,Chicago,T,1,5,0,0,1,False Start (1),3,2009
Z.Strief,New Orleans,T,1,5,0,0,1,False Start (1),3,2009
D.Brown,Houston,T,1,5,0,0,1,False Start (1),3,2009
J.Lacey,Indianapolis,DB,1,8,0,0,0,Offensive Holding (1),3,2009
M.Bennett,Dallas,TE,1,10,0,0,0,Offensive Holding (1),3,2009
B.Grimes,Atlanta,CB,1,9,0,0,0,Defensive Pass Interference (1),3,2009
S.Wells,Green Bay,C,1,10,0,0,0,Offensive Holding (1),3,2009
T.Suggs,Baltimore,OLB,1,15,0,0,0,Unnecessary Roughness (1),3,2009
R.Clark,Pittsburgh,FS,1,17,0,0,0,Defensive Pass Interference (1),3,2009
M.Roos,Tennessee,T,1,5,0,0,1,False Start (1),3,2009
M.Cassel,Kansas City,QB,1,5,0,0,1,Delay of Game (1),3,2009
P.Wheeler,Indianapolis,LB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
M.Lewis,Jacksonville,TE,1,5,0,0,0,Illegal Touch Pass (1),3,2009
S.Phillips,San Diego,OLB,1,0,0,0,1,Defensive Offside (1),3,2009
A.Adams,Chicago,DT,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
G.Jones,Jacksonville,LB,1,10,0,0,0,Offensive Holding (1),3,2009
K.Golston,Washington,DE,1,5,0,0,1,Encroachment (1),3,2009
B.Pettigrew,Detroit,TE,1,5,0,0,1,False Start (1),3,2009
C.Godfrey,Carolina,FS,1,15,0,0,0,Unnecessary Roughness (1),3,2009
J.Phillips,Dallas,TE,1,5,0,0,1,False Start (1),3,2009
N.Mangold,N.Y. Jets,C,1,10,0,0,0,Offensive Holding (1),3,2009
J.Scott,Tennessee,G,1,5,0,0,1,False Start (1),3,2009
J.Trueblood,Tampa Bay,T,1,5,0,0,1,False Start (1),3,2009
K.Walter,Houston,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
K.Faulk,New England,RB,1,5,0,0,1,Illegal Motion (1),3,2009
J.Bushrod,New Orleans,T,1,5,0,0,1,False Start (1),3,2009
L.Murphy,Oakland,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
M.Starks,Pittsburgh,T,0,0,1,0,0,Offensive Holding (1),3,2009
B.Hartline,Miami,WR,1,5,0,0,1,False Start (1),3,2009
B.Cushing,Houston,ILB,1,15,0,0,0,Unnecessary Roughness (1),3,2009
C.Henne,Miami,QB,1,5,0,0,0,Illegal Forward Pass (1),3,2009
T.Edwards,Buffalo,QB,1,13,0,0,0,Intentional Grounding (1),3,2009
T.Fiammetta,Carolina,FB,1,5,0,0,1,False Start (1),3,2009
E.Buckley,Philadelphia,RB,1,5,0,0,1,Defensive Offside (1),3,2009
T.Heap,Baltimore,TE,1,6,0,0,1,False Start (1),3,2009
D.Woody,N.Y. Jets,T,1,5,0,0,1,False Start (1),3,2009
J.Stinchcomb,New Orleans,T,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
S.Heyer,Washington,T,1,5,0,0,1,False Start (1),3,2009
C.Horton,Washington,DB,1,47,0,0,0,Defensive Pass Interference (1),3,2009
M.Colombo,Dallas,T,1,10,0,0,0,Offensive Holding (1),3,2009
C.Johnson,Detroit,WR,1,10,0,0,0,Offensive Pass Interference (1),3,2009
D.Bell,Buffalo,T,1,5,0,0,1,False Start (1),3,2009
J.Brinkley,Minnesota,LB,1,5,0,0,1,False Start (1),3,2009
E.Royal,Denver,WR,0,0,1,0,0,Unnecessary Roughness (1),3,2009
V.Carey,Miami,G,1,5,0,0,1,False Start (1),3,2009
E.Jones,Baltimore,DE,1,10,0,0,0,Offensive Holding (1),3,2009
B.Williams,Atlanta,DB,1,5,0,0,0,Illegal Contact (1),3,2009
J.Bush,Green Bay,CB,1,6,0,0,0,Offensive Holding (1),3,2009
B.Waters,Kansas City,G,1,5,0,0,1,False Start (1),3,2009
M.Fokou,Philadelphia,LB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
C.Owens,Atlanta,DB,1,5,0,0,0,Illegal Touch Kick (1),3,2009
E.Barton,Cleveland,ILB,0,0,1,0,0,Illegal Contact (1),3,2009
C.Chamberlain,St. Louis,LB,1,10,0,0,0,Offensive Holding (1),3,2009
D.Sharper,New Orleans,FS,1,15,0,0,0,Unnecessary Roughness (1),3,2009
D.Manning,Chicago,SS,0,0,1,0,1,Defensive Offside (1),3,2009
J.Beason,Carolina,MLB,1,15,0,0,0,Unnecessary Roughness (1),3,2009
D.Washington,Kansas City,SS,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
J.Corto,Buffalo,DB,1,5,0,0,0,Illegal Touch Kick (1),3,2009
J.Charles,Kansas City,RB,1,5,0,0,0,Offside on Free Kick (1),3,2009
J.Snelling,Atlanta,FB,1,5,0,0,0,Ineligible Downfield Kick (1),3,2009
S.White,Tampa Bay,DE,1,5,0,0,1,Defensive Offside (1),3,2009
G.Robinson,Indianapolis,TE,0,0,1,0,0,Offensive Holding (1),3,2009
K.Dielman,San Diego,G,1,15,0,0,0,Unnecessary Roughness (1),3,2009
K.Boss,N.Y. Giants,TE,1,15,0,0,0,Clipping (1),3,2009
B.Scott,Buffalo,LB,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
B.Sims,San Francisco,T,1,5,0,0,1,False Start (1),3,2009
A.Collins,Cincinnati,T,1,5,0,0,1,Illegal Formation (1),3,2009
S.Hurd,Dallas,WR,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
D.Vobora,St. Louis,LB,1,5,0,0,0,Defensive Holding (1),3,2009
F.Jones,Dallas,RB,1,15,0,0,0,Tripping (1),3,2009
J.Anderson,Atlanta,DE,1,15,0,0,0,Roughing the Passer (1),3,2009
J.Gaither,Baltimore,T,1,10,0,0,0,Offensive Holding (1),3,2009
A.Faneca,N.Y. Jets,G,1,10,0,0,0,Offensive Holding (1),3,2009
L.Cohen,Detroit,DE,1,5,0,0,1,Encroachment (1),3,2009
M.Gandy,Arizona,T,1,10,0,0,0,Offensive Holding (1),3,2009
K.Warner,Arizona,QB,1,5,0,0,1,Delay of Game (1),3,2009
C.Green,Oakland,T,0,0,1,0,0,Offensive Holding (1),3,2009
E.Mathis,Cincinnati,G,1,5,0,0,1,False Start (1),3,2009
M.Williams,Jacksonville,G,1,5,0,0,1,False Start (1),3,2009
I.Ndukwe,Kansas City,G,1,10,0,0,0,Offensive Holding (1),3,2009
A.Barron,St. Louis,T,0,0,1,0,1,Illegal Formation (1),3,2009
Nic.Harris,Buffalo,OLB,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
C.Hovan,Tampa Bay,DT,1,5,0,0,0,Defensive Holding (1),3,2009
K.Mitchell,Buffalo,LB,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
L.English,San Diego,DE,1,5,0,0,1,Defensive Offside (1),3,2009
H.Fraley,Cleveland,C,0,0,1,0,0,Offensive Holding (1),3,2009
S.Heiden,Cleveland,TE,1,10,0,0,0,Offensive Holding (1),3,2009
A.Madison,Cleveland,DB,1,5,0,0,0,Offside on Free Kick (1),3,2009
D.Townsend,Pittsburgh,DB,1,5,0,0,0,Defensive Holding (1),3,2009
K.Pearson,Detroit,FS,1,6,0,0,0,Illegal Block Above the Waist (1),3,2009
M.Ramirez,Detroit,G,1,3,0,0,1,False Start (1),3,2009
M.Kelly,Washington,WR,1,5,0,0,1,Illegal Motion (1),3,2009
R.Cartwright,Washington,RB,1,9,0,0,0,Illegal Block Above the Waist (1),3,2009
C.Ingram,Jacksonville,LB,0,0,1,0,0,Illegal Contact (1),3,2009
E.Wilson,Houston,FS,1,15,0,0,0,Personal Foul (1),3,2009
M.Lewis,San Francisco,SS,1,5,0,0,0,Defensive Holding (1),3,2009
T.Wheatley,New England,DB,1,5,0,0,0,Player Out of Bounds on Punt (1),3,2009
D.Howard,Philadelphia,DE,1,5,0,0,1,Defensive Offside (1),3,2009
S.Ryan,Kansas City,TE,1,10,0,0,0,Offensive Pass Interference (1),3,2009
J.Laurinaitis,St. Louis,MLB,1,5,0,0,0,Defensive Holding (1),3,2009
B.Jones,Green Bay,LB,1,10,0,0,0,Offensive Holding (1),3,2009
J.Wendling,Buffalo,FS,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
B.Moorman,Buffalo,P,0,0,1,0,1,Delay of Game (1),3,2009
J.Shockey,New Orleans,TE,1,10,0,0,0,Tripping (1),3,2009
J.Stupar,Buffalo,TE,1,10,0,0,0,Offensive Holding (1),3,2009
J.Scott,Buffalo,T,1,5,0,0,1,False Start (1),3,2009
O.Mare,Seattle,K,1,15,0,0,0,Face Mask (15 Yards) (1),3,2009
N.Burleson,Seattle,WR,1,5,0,0,1,False Start (1),3,2009
P.Kerney,Seattle,DE,1,15,0,0,0,Roughing the Passer (1),3,2009
K.Peterson,Denver,DE,1,5,0,0,1,Defensive Offside (1),3,2009
D.Reid,Denver,DE,1,5,0,0,0,Illegal Use of Hands (1),3,2009
E.Pears,Oakland,T,1,5,0,0,1,False Start (1),3,2009
T.Ginn,Miami,WR,1,5,0,0,1,False Start (1),3,2009
D.Thomas,Miami,G,1,5,0,0,1,False Start (1),3,2009
D.Clark,Indianapolis,TE,1,5,0,0,1,False Start (1),3,2009
F.Keiaho,Indianapolis,LB,1,6,0,0,0,Defensive Pass Interference (1),3,2009
A.Rolle,Arizona,DB,1,5,0,0,0,Face Mask (15 Yards) (1),3,2009
M.White,Dallas,DB,1,10,0,0,0,Offensive Holding (1),3,2009
D.Smith,Jacksonville,ILB,1,15,0,0,0,Roughing the Passer (1),3,2009
M.Clayton,Baltimore,WR,1,10,0,0,0,Illegal Block Above the Waist (1),3,2009
A.Podlesh,Jacksonville,P,1,5,0,0,1,Delay of Game (1),3,2009
E.Henderson,Minnesota,MLB,1,6,0,0,0,Roughing the Passer (1),3,2009
B.Marshall,Denver,WR,1,5,0,0,1,False Start (1),3,2009
A.Whitworth,Cincinnati,T,3,16,0,0,2,"False Start (2), Unnecessary Roughness (1)",4,2009
S.Ryan,Kansas City,TE,2,10,1,0,2,"False Start (2), Offensive Pass Interference (1)",4,2009
E.Pears,Oakland,T,2,10,1,0,2,"False Start (2), Offensive Holding (1)",4,2009
A.Cromartie,San Diego,DB,2,15,1,0,1,"Defensive Pass Interference (1), Defensive Offside (1), Defensive Holding (1)",4,2009
J.Flacco,Baltimore,QB,2,15,0,0,1,"Intentional Grounding (1), Delay of Game (1)",4,2009
C.Woodson,Green Bay,FS,2,7,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",4,2009
J.Ratliff,Dallas,DT,2,20,0,0,0,"Roughing the Passer (1), Defensive Holding (1)",4,2009
C.Rabach,Washington,C,2,25,0,0,0,"Offensive Holding (1), Chop Block (1)",4,2009
T.Jennings,Indianapolis,DB,2,8,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",4,2009
C.Johnson,Oakland,CB,2,15,0,0,0,"Unsportsmanlike Conduct (1), Defensive Holding (1)",4,2009
J.Harrison,Pittsburgh,OLB,2,31,0,0,1,"Defensive Pass Interference (1), Neutral Zone Infraction (1)",4,2009
A.Gurode,Dallas,C,1,10,1,0,0,"Offensive Holding (1), Tripping (1)",4,2009
R.Harris,Denver,T,2,10,0,0,2,False Start (2),4,2009
A.Thomas,New England,OLB,0,0,2,0,1,"Encroachment (1), Defensive Holding (1)",4,2009
M.Williams,Jacksonville,G,2,15,0,0,1,"Offensive Holding (1), Illegal Formation (1)",4,2009
B.Frye,Seattle,T,2,10,0,0,2,False Start (2),4,2009
R.Willis,Seattle,T,2,20,0,0,0,Offensive Holding (2),4,2009
P.Hillis,Denver,RB,2,14,0,0,0,"Offensive Holding (1), Illegal Block Above the Waist (1)",4,2009
J.Wade,St. Louis,DB,2,14,0,0,1,"Defensive Pass Interference (1), Illegal Formation (1)",4,2009
D.Johnson,N.Y. Giants,TE,1,5,0,1,1,"Illegal Shift (1), Unsportsmanlike Conduct (1)",4,2009
S.Moss,Washington,WR,1,5,0,0,1,False Start (1),4,2009
C.Webster,N.Y. Giants,CB,1,10,0,0,0,Defensive Pass Interference (1),4,2009
C.Kemoeatu,Pittsburgh,G,1,10,0,0,0,Offensive Holding (1),4,2009
Z.Bowman,Chicago,DB,1,18,0,0,0,Defensive Pass Interference (1),4,2009
R.Seubert,N.Y. Giants,G,1,10,0,0,0,Offensive Holding (1),4,2009
P.Loadholt,Minnesota,T,0,0,1,0,1,Illegal Formation (1),4,2009
C.Morris,Oakland,C,1,5,0,0,1,False Start (1),4,2009
P.Garcon,Indianapolis,WR,1,10,0,0,0,Offensive Pass Interference (1),4,2009
A.Henry,Detroit,CB,0,0,0,1,0,Horse Collar Tackle (1),4,2009
R.Davis,Chicago,WR,0,0,0,1,0,Illegal Crackback (1),4,2009
P.Sims,Cincinnati,DT,0,0,0,1,0,Unsportsmanlike Conduct (1),4,2009
B.Edwards,Cleveland,WR,0,0,0,1,0,Unsportsmanlike Conduct (1),4,2009
S.Rogers,Cleveland,DT,0,0,1,0,0,Defensive Holding (1),4,2009
B.McDonald,Cleveland,DB,0,0,1,0,0,Illegal Use of Hands (1),4,2009
T.Tyler,Kansas City,DT,0,0,0,1,0,Unnecessary Roughness (1),4,2009
S.Hill,San Francisco,QB,1,13,0,0,0,Intentional Grounding (1),4,2009
D.Bishop,Green Bay,LB,0,0,1,0,1,Defensive Offside (1),4,2009
F.Walker,Baltimore,DB,1,5,0,0,1,Encroachment (1),4,2009
A.Brown,Chicago,DE,1,13,0,0,0,Personal Foul (1),4,2009
M.Haggan,Denver,OLB,1,10,0,0,0,Defensive Holding (1),4,2009
C.Carr,Baltimore,DB,1,5,0,0,0,Illegal Contact (1),4,2009
J.Saturday,Indianapolis,C,1,10,0,0,0,Offensive Holding (1),4,2009
T.Scheffler,Denver,TE,1,10,0,0,0,Offensive Pass Interference (1),4,2009
S.Havner,Green Bay,TE,1,10,0,0,0,Offensive Holding (1),4,2009
R.Clady,Denver,T,1,10,0,0,0,Tripping (1),4,2009
Q.Black,Tampa Bay,OLB,1,10,0,0,0,Offensive Holding (1),4,2009
M.Kiwanuka,N.Y. Giants,DE,1,15,0,0,0,Face Mask (15 Yards) (1),4,2009
E.Walden,Miami,OLB,1,15,0,0,0,Face Mask (15 Yards) (1),4,2009
D.Mason,Baltimore,WR,1,10,0,0,0,Offensive Pass Interference (1),4,2009
B.Chillar,Green Bay,ILB,1,15,0,0,0,Taunting (1),4,2009
B.Costanzo,Cleveland,LB,1,15,0,0,0,Unnecessary Roughness (1),4,2009
J.Evans,New Orleans,G,1,10,0,0,0,Offensive Holding (1),4,2009
J.Kuhn,Green Bay,FB,1,10,0,0,0,Offensive Holding (1),4,2009
R.Mathis,Jacksonville,CB,1,5,0,0,0,Illegal Contact (1),4,2009
I.Idonije,Chicago,DE,0,0,1,0,1,Defensive Offside (1),4,2009
B.Bajema,St. Louis,TE,1,7,0,0,0,Illegal Block Above the Waist (1),4,2009
V.Davis,San Francisco,TE,1,10,0,0,0,Offensive Holding (1),4,2009
J.Morgan,San Francisco,WR,1,10,0,0,0,Offensive Pass Interference (1),4,2009
T.Romo,Dallas,QB,1,5,0,0,1,Delay of Game (1),4,2009
W.Colon,Pittsburgh,G,1,5,0,0,1,False Start (1),4,2009
K.Maiava,Cleveland,OLB,1,10,0,0,0,Offensive Holding (1),4,2009
M.Light,New England,T,1,10,0,0,0,Offensive Holding (1),4,2009
L.Hilliard,Miami,FB,1,5,0,0,1,Neutral Zone Infraction (1),4,2009
D.Bryant,Oakland,DE,1,5,0,0,1,Encroachment (1),4,2009
B.Albert,Kansas City,T,1,5,0,0,1,False Start (1),4,2009
D.Williams,Kansas City,ILB,1,15,0,0,0,Unsportsmanlike Conduct (1),4,2009
C.McIntyre,Buffalo,FB,1,10,0,0,0,Offensive Holding (1),4,2009
J.Allen,Minnesota,LB,1,5,0,0,1,Defensive Offside (1),4,2009
C.Nicks,New Orleans,G,1,5,0,0,1,False Start (1),4,2009
A.Goodman,Denver,CB,1,12,0,0,0,Defensive Pass Interference (1),4,2009
J.Long,Miami,T,1,5,0,0,1,Illegal Formation (1),4,2009
V.Wilfork,New England,NT,0,0,1,0,1,Encroachment (1),4,2009
S.Marks,Tennessee,DT,0,0,1,0,0,Illegal Use of Hands (1),4,2009
D.Tollefson,N.Y. Giants,DE,1,4,0,0,1,Neutral Zone Infraction (1),4,2009
J.Backus,Detroit,T,1,5,0,0,1,False Start (1),4,2009
K.Williams,Minnesota,DT,1,5,0,0,1,Neutral Zone Infraction (1),4,2009
M.Bennett,Dallas,TE,1,10,0,0,0,Offensive Holding (1),4,2009
D.Raiola,Detroit,C,1,5,0,0,1,False Start (1),4,2009
A.Spencer,Dallas,LB,1,15,0,0,0,Face Mask (15 Yards) (1),4,2009
D.Brees,New Orleans,QB,1,5,0,0,1,Delay of Game (1),4,2009
K.McKenzie,N.Y. Giants,T,0,0,1,0,1,Illegal Formation (1),4,2009
T.Suggs,Baltimore,OLB,1,15,0,0,0,Roughing the Passer (1),4,2009
D.Joseph,Tampa Bay,G,1,10,0,0,0,Offensive Holding (1),4,2009
M.Roos,Tennessee,T,1,6,0,0,1,False Start (1),4,2009
M.Cassel,Kansas City,QB,1,5,0,0,1,False Start (1),4,2009
M.Boley,N.Y. Giants,LB,1,0,0,0,0,Defensive Holding (1),4,2009
R.McDonald,San Francisco,DE,0,0,1,0,1,Defensive Offside (1),4,2009
M.Sanchez,N.Y. Jets,QB,1,15,0,0,0,Personal Foul (1),4,2009
G.Cherilus,Detroit,T,1,5,0,0,1,False Start (1),4,2009
J.Trueblood,Tampa Bay,T,1,5,0,0,1,False Start (1),4,2009
