Name,Team,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
A.Whitworth,Cincinnati,T,0,0,1,0,0,Illegal Block Above the Waist (1),11,2016
K.Wright,Seattle,LB,0,0,0,1,0,Defensive Holding (1),11,2016
B.Graham,Philadelphia,DL,1,5,0,0,1,Defensive Offside (1),11,2016
C.Dunlap,Cincinnati,DE,1,5,0,0,1,Neutral Zone Infraction (1),11,2016
C.Wake,Miami,DE,1,5,0,0,1,Defensive Offside (1),11,2016
R.Incognito,Buffalo,C,1,10,0,0,0,Offensive Holding (1),11,2016
V.Davis,Indianapolis,CB,1,19,0,0,0,Defensive Pass Interference (1),11,2016
C.Glenn,Buffalo,T,1,5,0,0,1,Illegal Formation (1),11,2016
M.Daniels,Green Bay,DT,1,14,0,0,0,Roughing the Passer (1),11,2016
K.Klug,Tennessee,DE,1,6,0,0,0,Offensive Holding (1),11,2016
N.Ebner,New England,DB,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
D.Allen,Indianapolis,TE,1,5,0,0,1,False Start (1),11,2016
D.Kilgore,San Francisco,C,1,5,0,0,1,False Start (1),11,2016
R.Tannehill,Miami,QB,1,5,0,0,1,Delay of Game (1),11,2016
J.Hekker,LA Rams,P,1,5,0,0,1,Delay of Game (1),11,2016
K.Cousins,Washington,QB,1,5,0,0,1,Delay of Game (1),11,2016
L.Kuechly,Carolina,LB,1,5,0,0,0,Defensive Holding (1),11,2016
K.Vaccaro,New Orleans,SS,1,6,0,0,0,Roughing the Kicker (1),11,2016
T.Barnes,LA Rams,C,1,5,0,0,1,False Start (1),11,2016
T.Frederick,Dallas,C,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
C.Palmer,Arizona,QB,1,12,0,0,0,Intentional Grounding (1),11,2016
L.Ryan,New England,CB,1,5,0,0,0,Defensive Holding (1),11,2016
J.Kearse,Seattle,WR,1,10,0,0,0,Offensive Pass Interference (1),11,2016
S.Marks,Jacksonville,DT,1,5,0,0,1,Encroachment (1),11,2016
A.Bouye,Houston,CB,1,24,0,0,0,Defensive Pass Interference (1),11,2016
L.Bell,Pittsburgh,RB,1,5,0,0,1,False Start (1),11,2016
D.Jones,Green Bay,DE,1,15,0,0,0,Unnecessary Roughness (1),11,2016
D.DeCastro,Pittsburgh,G,1,5,0,0,1,False Start (1),11,2016
W.Gholston,Tampa Bay,DL,1,5,0,0,1,Neutral Zone Infraction (1),11,2016
A.Ogletree,LA Rams,OLB,1,15,0,0,0,Unnecessary Roughness (1),11,2016
C.Mosley,Baltimore,ILB,1,15,0,0,0,Roughing the Passer (1),11,2016
T.Lewan,Tennessee,OL,1,5,0,0,1,False Start (1),11,2016
J.James,Miami,T,1,11,0,0,0,Offensive Holding (1),11,2016
C.Munnerlyn,Minnesota,CB,1,5,0,0,0,Defensive Holding (1),11,2016
J.Ward,San Francisco,DB,1,5,0,0,1,Defensive Offside (1),11,2016
D.Penn,Oakland,T,1,5,0,0,1,False Start (1),11,2016
B.Bortles,Jacksonville,QB,1,5,0,0,1,False Start (1),11,2016
A.Thielen,Minnesota,WR,1,10,0,0,0,Offensive Pass Interference (1),11,2016
C.Kirksey,Cleveland,OLB,1,5,0,0,0,Defensive Holding (1),11,2016
A.Donald,LA Rams,DL,1,15,0,0,0,Roughing the Passer (1),11,2016
G.Robinson,LA Rams,T,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
M.Jenkins,Philadelphia,SS,1,5,0,0,0,Defensive Holding (1),11,2016
G.Gilliam,Seattle,T,1,5,0,0,1,False Start (1),11,2016
P.Gaines,Kansas City,CB,1,5,0,0,0,Illegal Use of Hands (1),11,2016
J.Clowney,Houston,OLB,1,5,0,0,1,Neutral Zone Infraction (1),11,2016
J.McNary,Indianapolis,ILB,1,10,0,0,0,Offensive Holding (1),11,2016
T.Crawford,Dallas,DE,1,15,0,0,0,Face Mask (15 Yards) (1),11,2016
E.Winston,Cincinnati,T,1,5,0,0,1,False Start (1),11,2016
C.Brown,Carolina,WR,1,5,0,0,0,Offside on Free Kick (1),11,2016
A.Jones,Indianapolis,DE,1,5,0,0,0,Illegal Use of Hands (1),11,2016
R.Darby,Buffalo,CB,1,5,0,0,0,Defensive Holding (1),11,2016
V.Wilfork,Houston,NT,1,14,0,0,0,Unnecessary Roughness (1),11,2016
R.Hudson,Oakland,C,1,5,0,0,1,False Start (1),11,2016
D.Smith,Tampa Bay,OL,1,5,0,0,1,False Start (1),11,2016
A.Fasano,Tennessee,TE,1,10,0,0,0,Offensive Holding (1),11,2016
E.Flowers,N.Y. Giants,T,1,10,0,0,0,Offensive Holding (1),11,2016
M.Smith,Oakland,LB,0,0,1,0,0,Defensive Holding (1),11,2016
C.Walford,Oakland,TE,0,0,1,0,0,Offensive Holding (1),11,2016
J.Crowder,Washington,WR,1,5,0,0,1,False Start (1),11,2016
S.Smith,Baltimore,WR,1,15,0,0,0,Unnecessary Roughness (1),11,2016
D.Parker,Miami,WR,1,10,0,0,0,Offensive Pass Interference (1),11,2016
T.Porter,Chicago,CB,1,5,0,0,0,Defensive Holding (1),11,2016
L.Gunter,Green Bay,CB,0,0,1,0,0,Illegal Use of Hands (1),11,2016
A.Cann,Jacksonville,OL,1,10,0,0,0,Offensive Holding (1),11,2016
A.Marpet,Tampa Bay,G,1,5,0,0,1,False Start (1),11,2016
L.Guy,Baltimore,DE,1,5,0,0,1,Defensive Offside (1),11,2016
J.McCown,Cleveland,QB,1,5,0,0,1,Delay of Game (1),11,2016
M.Morse,Kansas City,C,1,5,0,0,1,False Start (1),11,2016
J.Fisher,Cincinnati,T,0,0,1,0,1,Illegal Formation (1),11,2016
S.Diggs,Minnesota,WR,1,5,0,0,1,False Start (1),11,2016
B.Jones,Dallas,CB,1,5,0,0,0,Illegal Touch Kick (1),11,2016
J.Webb,Carolina,QB,1,5,0,0,0,Ineligible Downfield Kick (1),11,2016
O.Darkwa,N.Y. Giants,RB,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
D.Walker,Tennessee,TE,1,15,0,0,0,Unsportsmanlike Conduct (1),11,2016
J.Mills,Buffalo,T,1,5,0,0,1,False Start (1),11,2016
C.Marsh,Seattle,DE,1,5,0,0,1,Defensive Offside (1),11,2016
C.Prosinski,Chicago,DB,1,10,0,0,0,Offensive Holding (1),11,2016
M.Thomas,Miami,FS,0,0,0,1,0,Unsportsmanlike Conduct (1),11,2016
S.Lotulelei,Carolina,DT,1,5,0,0,1,Defensive Offside (1),11,2016
C.Ogbuehi,Cincinnati,T,1,5,0,0,1,False Start (1),11,2016
T.Pryor,Cleveland,WR,1,5,0,0,1,False Start (1),11,2016
D.Worley,Carolina,CB,0,0,1,0,0,Defensive Holding (1),11,2016
J.Bradberry,Carolina,CB,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
J.Ramsey,Jacksonville,CB,0,0,1,0,1,Illegal Formation (1),11,2016
K.Stills,Miami,WR,0,0,0,1,0,Illegal Block Above the Waist (1),11,2016
T.Decker,Detroit,OL,1,5,0,0,1,False Start (1),11,2016
A.Burns,Pittsburgh,CB,1,5,0,0,0,Illegal Use of Hands (1),11,2016
J.James,Pittsburgh,TE,1,10,0,0,0,Offensive Holding (1),11,2016
J.Norman,Washington,CB,1,5,0,0,1,Delay of Game (1),11,2016
J.Forrest,LA Rams,ILB,0,0,0,1,0,Unsportsmanlike Conduct (1),11,2016
K.Byard,Tennessee,DB,1,5,0,0,1,Neutral Zone Infraction (1),11,2016
P.Cox,Tennessee,CB,0,0,1,0,0,Illegal Use of Hands (1),11,2016
S.Bradford,Minnesota,QB,1,5,0,0,1,Delay of Game (1),11,2016
A.Shipley,Arizona,C,1,5,0,0,1,False Start (1),11,2016
J.Kearse,Minnesota,SAF,1,8,0,0,0,Illegal Block Above the Waist (1),11,2016
T.Young,Baltimore,CB,1,33,0,0,0,Defensive Pass Interference (1),11,2016
S.Cravens,Washington,DB,1,15,0,0,0,Roughing the Passer (1),11,2016
A.Blake,Tennessee,DB,1,5,0,0,1,Defensive Offside (1),11,2016
C.Fleener,New Orleans,TE,1,5,0,0,1,False Start (1),11,2016
B.Osweiler,Houston,QB,1,5,0,0,1,Delay of Game (1),11,2016
B.Jones,Tennessee,OL,1,10,0,0,0,Tripping (1),11,2016
M.Brown,LA Rams,RB,0,0,1,0,0,Illegal Block Above the Waist (1),11,2016
R.Robinson,San Francisco,CB,1,5,0,0,0,Defensive Holding (1),11,2016
J.Haeg,Indianapolis,T,1,5,0,0,1,False Start (1),11,2016
H.Anderson,Indianapolis,DE,1,5,0,0,1,Neutral Zone Infraction (1),11,2016
B.Maxwell,Miami,DB,1,6,0,0,0,Defensive Pass Interference (1),11,2016
A.Washington,Buffalo,DT,0,0,1,0,1,Defensive Offside (1),11,2016
C.Meredith,Chicago,WR,1,5,0,0,1,Illegal Shift (1),11,2016
G.Glasgow,Detroit,OL,1,1,0,0,1,False Start (1),11,2016
E.Swoope,Indianapolis,TE,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
T.Larsen,Chicago,G,1,10,0,0,0,Offensive Holding (1),11,2016
J.Spriggs,Green Bay,T,1,5,0,0,1,False Start (1),11,2016
S.Charles,Detroit,DT,1,5,0,0,1,Defensive Offside (1),11,2016
P.Barber,Tampa Bay,RB,1,10,0,0,0,Offensive Holding (1),11,2016
G.Fant,Seattle,T,1,5,0,0,1,False Start (1),11,2016
R.Blanton,Buffalo,DB,1,15,0,0,0,Unnecessary Roughness (1),11,2016
D.Green-Beckham,Philadelphia,WR,1,9,0,0,0,Offensive Pass Interference (1),11,2016
T.Brown,San Francisco,T,1,5,0,0,1,False Start (1),11,2016
K.Seymour,Buffalo,CB,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
D.Alexander,Cleveland,ILB,1,10,0,0,0,Offensive Holding (1),11,2016
C.Hamilton,Pittsburgh,WR,1,10,0,0,0,Offensive Holding (1),11,2016
D.McCullers,Pittsburgh,DT,1,15,0,0,0,Roughing the Passer (1),11,2016
K.Correa,Baltimore,LB,1,8,0,0,0,Illegal Block Above the Waist (1),11,2016
E.Murray,Kansas City,DB,1,10,0,0,0,Illegal Block Above the Waist (1),11,2016
A.Harris,Minnesota,DB,0,0,1,0,0,Illegal Block Above the Waist (1),11,2016
M.Adams,Chicago,T,1,10,0,0,0,Offensive Holding (1),11,2016
L.Douzable,Buffalo,DT,1,5,0,0,1,Encroachment (1),11,2016
J.Ihedigbo,Buffalo,SS,0,0,1,0,0,Unnecessary Roughness (1),11,2016
I.Abdul-Quddus,Miami,SS,0,0,1,0,1,Defensive Offside (1),11,2016
M.Christian,LA Rams,DB,1,10,0,0,0,Offensive Holding (1),11,2016
L.Orr,Miami,DT,1,15,0,0,0,Unsportsmanlike Conduct (1),11,2016
R.Streater,San Francisco,WR,1,15,0,0,0,Low Block (1),11,2016
S.Skov,San Francisco,LB,0,0,1,0,0,Offside on Free Kick (1),11,2016
B.Martinez,Green Bay,ILB,0,0,0,1,0,Defensive Pass Interference (1),11,2016
T.Nsekhe,Washington,T,0,0,0,1,0,Offensive Holding (1),11,2016
G.Mancz,Houston,C,1,5,0,0,1,False Start (1),11,2016
C.Clark,Houston,T,0,0,1,0,0,Offensive Holding (1),11,2016
Tyr.Smith,Dallas,OL,1,10,0,0,0,Offensive Holding (1),11,2016
T.Johnson,Minnesota,DT,1,15,0,0,0,Roughing the Passer (1),11,2016
A.Levine,Baltimore,DB,1,10,0,0,0,Offensive Holding (1),11,2016
S.Calhoun,Oakland,DE,0,0,1,0,0,Defensive Holding (1),11,2016
V.Bell,New Orleans,SS,1,12,0,0,0,Unnecessary Roughness (1),11,2016
O.Vernon,N.Y. Giants,LB,1,15,0,0,0,Roughing the Passer (1),11,2016
A.Bouye,Houston,CB,3,15,0,0,0,"Illegal Use of Hands (2), Defensive Holding (1)",12,2016
J.Clowney,Houston,OLB,1,5,1,1,3,"Defensive Offside (2), Neutral Zone Infraction (1)",12,2016
J.Staley,San Francisco,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",12,2016
D.Brees,New Orleans,QB,2,15,0,0,1,"Intentional Grounding (1), Delay of Game (1)",12,2016
P.Peterson,Arizona,CB,2,5,0,0,0,Defensive Pass Interference (2),12,2016
N.Perry,Green Bay,OLB,2,10,0,0,2,Neutral Zone Infraction (2),12,2016
F.Cox,Philadelphia,DL,2,20,0,0,1,"Roughing the Passer (1), Neutral Zone Infraction (1)",12,2016
J.Greco,Cleveland,G,2,10,0,0,2,False Start (2),12,2016
D.Hayden,Oakland,CB,2,7,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",12,2016
K.Webster,Denver,CB,2,8,0,0,0,"Offensive Holding (1), Defensive Holding (1)",12,2016
A.Klein,Carolina,OLB,1,15,1,0,0,"Defensive Pass Interference (1), Face Mask (15 Yards) (1)",12,2016
D.DeCastro,Pittsburgh,G,2,12,0,0,0,Offensive Holding (2),12,2016
T.Lewan,Tennessee,OL,2,25,0,0,0,Face Mask (15 Yards) (2),12,2016
D.Ware,Denver,OLB,1,5,1,0,2,Defensive Offside (2),12,2016
K.Britt,LA Rams,WR,2,20,0,0,1,"False Start (1), Unsportsmanlike Conduct (1)",12,2016
E.Sanders,Denver,WR,2,10,0,0,2,False Start (2),12,2016
G.Cherilus,Tampa Bay,T,2,10,0,0,2,"False Start (1), Illegal Formation (1)",12,2016
S.Smith,Baltimore,WR,2,25,0,0,0,"Unnecessary Roughness (1), Offensive Pass Interference (1)",12,2016
J.Mills,Buffalo,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",12,2016
P.Perkins,N.Y. Giants,RB,1,5,1,0,1,"False Start (1), Illegal Block Above the Waist (1)",12,2016
E.Apple,N.Y. Giants,CB,2,45,0,0,0,"Defensive Pass Interference (1), Illegal Block Above the Waist (1)",12,2016
T.Brown,San Francisco,T,2,30,0,0,0,Face Mask (15 Yards) (2),12,2016
T.Nsekhe,Washington,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",12,2016
C.Clark,Houston,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",12,2016
Tyr.Smith,Dallas,OL,1,10,1,0,0,Offensive Holding (2),12,2016
M.Jack,Jacksonville,LB,2,10,0,0,2,Illegal Formation (2),12,2016
A.Smith,Houston,DE,1,5,0,0,1,Defensive Offside (1),12,2016
J.Evans,New Orleans,G,1,10,0,0,0,Offensive Holding (1),12,2016
C.Matthews,Green Bay,OLB,0,0,1,0,0,Defensive Holding (1),12,2016
K.Jackson,Houston,CB,1,13,0,0,0,Unnecessary Roughness (1),12,2016
C.Johnson,Carolina,DE,1,5,0,0,1,Neutral Zone Infraction (1),12,2016
C.Campbell,Arizona,DE,1,5,0,0,1,Defensive Offside (1),12,2016
E.Griffen,Minnesota,DE,1,5,0,0,1,Neutral Zone Infraction (1),12,2016
D.McCourty,New England,DB,1,10,0,0,0,Offensive Holding (1),12,2016
V.Miller,Denver,LB,1,5,0,0,1,Defensive Offside (1),12,2016
C.Jordan,New Orleans,DL,0,0,1,0,1,Defensive Offside (1),12,2016
L.Stocker,Tampa Bay,TE,1,4,0,0,0,Offensive Holding (1),12,2016
A.Brown,Pittsburgh,WR,1,10,0,0,0,Offensive Pass Interference (1),12,2016
J.McCourty,Tennessee,CB,1,33,0,0,0,Defensive Pass Interference (1),12,2016
A.Whitworth,Cincinnati,T,1,5,0,0,1,False Start (1),12,2016
O.Scandrick,Dallas,CB,1,5,0,0,0,Defensive Holding (1),12,2016
P.Rivers,San Diego,QB,1,5,0,0,1,Delay of Game (1),12,2016
D.Dotson,Tampa Bay,T,1,10,0,0,0,Illegal Use of Hands (1),12,2016
L.Timmons,Pittsburgh,ILB,1,15,0,0,0,Roughing the Passer (1),12,2016
M.Wilkerson,N.Y. Jets,DE,1,5,0,0,1,Neutral Zone Infraction (1),12,2016
K.Rudolph,Minnesota,TE,1,10,0,0,0,Offensive Holding (1),12,2016
T.Brock,San Francisco,CB,1,5,0,0,0,Defensive Holding (1),12,2016
E.Berry,Kansas City,DB,1,15,0,0,0,Unnecessary Roughness (1),12,2016
B.Graham,Philadelphia,DL,1,5,0,0,1,Neutral Zone Infraction (1),12,2016
S.Koch,Baltimore,P,1,5,0,0,1,Delay of Game (1),12,2016
S.McManis,Chicago,SS,1,5,0,0,1,False Start (1),12,2016
D.Martin,Tampa Bay,RB,1,5,0,0,1,False Start (1),12,2016
R.Tannehill,Miami,QB,1,5,0,0,1,Delay of Game (1),12,2016
A.McClellan,Baltimore,OLB,1,5,0,0,0,Illegal Use of Hands (1),12,2016
C.Kaepernick,San Francisco,QB,1,5,0,0,1,Delay of Game (1),12,2016
J.Hughes,Buffalo,DE,1,5,0,0,1,Defensive Offside (1),12,2016
D.Slay,Detroit,CB,1,5,0,0,0,Defensive Pass Interference (1),12,2016
K.Dunlap,San Diego,T,1,10,0,0,0,Offensive Holding (1),12,2016
E.Fisher,Kansas City,T,1,5,0,0,0,Ineligible Downfield Pass (1),12,2016
C.Palmer,Arizona,QB,1,12,0,0,0,Intentional Grounding (1),12,2016
J.Kearse,Seattle,WR,0,0,1,0,0,Offensive Pass Interference (1),12,2016
A.Barbre,Philadelphia,T,0,0,1,0,0,Offensive Holding (1),12,2016
D.Fluker,San Diego,T,1,5,0,0,1,False Start (1),12,2016
R.Wagner,Baltimore,T,0,0,1,0,0,Offensive Holding (1),12,2016
R.Schraeder,Atlanta,T,1,10,0,0,0,Offensive Holding (1),12,2016
C.Patterson,Minnesota,WR,1,5,0,0,1,Illegal Formation (1),12,2016
S.McGee,Oakland,DT,1,15,0,0,0,Roughing the Passer (1),12,2016
B.McDougald,Tampa Bay,SS,1,29,0,0,0,Defensive Pass Interference (1),12,2016
J.Peppers,Green Bay,OLB,1,15,0,0,0,Face Mask (15 Yards) (1),12,2016
C.Munnerlyn,Minnesota,CB,0,0,1,0,0,Defensive Holding (1),12,2016
B.Giacomini,N.Y. Jets,T,1,10,0,0,0,Offensive Holding (1),12,2016
T.Turner,Carolina,G,0,0,1,0,1,Illegal Formation (1),12,2016
M.Herzlich,N.Y. Giants,LB,1,10,0,0,0,Offensive Holding (1),12,2016
C.Linsley,Green Bay,C,1,10,0,0,0,Offensive Holding (1),12,2016
L.Joyner,LA Rams,CB,1,24,0,0,0,Defensive Pass Interference (1),12,2016
A.Howard,Oakland,T,0,0,1,0,0,Offensive Holding (1),12,2016
B.Bortles,Jacksonville,QB,1,5,0,0,1,Delay of Game (1),12,2016
N.Carroll,Philadelphia,CB,1,2,0,0,0,Defensive Holding (1),12,2016
T.Ward,Denver,SS,1,5,0,0,0,Illegal Contact (1),12,2016
A.Wilson,Kansas City,WR,1,10,0,0,0,Offensive Pass Interference (1),12,2016
L.Taylor,Green Bay,G,1,4,0,0,0,Offensive Holding (1),12,2016
P.Gaines,Kansas City,CB,1,5,0,0,0,Defensive Holding (1),12,2016
J.McNary,Indianapolis,ILB,1,5,0,0,1,Illegal Formation (1),12,2016
T.Austin,LA Rams,WR,1,8,0,0,0,Illegal Block Above the Waist (1),12,2016
M.Barron,LA Rams,SS,0,0,1,0,0,Defensive Holding (1),12,2016
A.Norwell,Carolina,G,1,10,0,0,0,Offensive Holding (1),12,2016
T.Sambrailo,Denver,T,1,10,0,0,0,Offensive Holding (1),12,2016
A.Fasano,Tennessee,TE,1,10,0,0,0,Offensive Holding (1),12,2016
E.Flowers,N.Y. Giants,T,1,10,0,0,0,Offensive Holding (1),12,2016
O.Franklin,San Diego,G,1,10,0,0,0,Offensive Holding (1),12,2016
J.Janis,Green Bay,WR,1,7,0,0,0,Defensive Holding (1),12,2016
Q.Enunwa,N.Y. Jets,WR,0,0,1,0,0,Offensive Pass Interference (1),12,2016
T.Eifert,Cincinnati,TE,1,10,0,0,0,Offensive Holding (1),12,2016
K.Williams,Buffalo,DT,1,5,0,0,1,Defensive Offside (1),12,2016
N.Hewitt,Miami,LB,1,10,0,0,0,Offensive Holding (1),12,2016
R.Fitzpatrick,N.Y. Jets,QB,1,7,0,0,0,Intentional Grounding (1),12,2016
D.Ellerbe,New Orleans,LB,1,5,0,0,0,Defensive Holding (1),12,2016
A.Marpet,Tampa Bay,G,1,10,0,0,0,Illegal Use of Hands (1),12,2016
J.McCown,Cleveland,QB,1,5,0,0,1,Delay of Game (1),12,2016
T.Clemmings,Minnesota,T,1,15,0,0,0,Chop Block (1),12,2016
S.Wright,Baltimore,DB,1,5,0,0,0,Illegal Contact (1),12,2016
N.Lawson,Detroit,CB,1,5,0,0,0,Defensive Holding (1),12,2016
W.Johnson,N.Y. Jets,OL,0,0,1,0,0,Offensive Holding (1),12,2016
R.Shazier,Pittsburgh,LB,0,0,1,0,0,Defensive Holding (1),12,2016
T.Wade,N.Y. Giants,DB,1,5,0,0,0,Defensive Holding (1),12,2016
R.Miles,N.Y. Jets,DB,1,8,0,0,0,Illegal Block Above the Waist (1),12,2016
B.Jones,Dallas,CB,0,0,1,0,0,Defensive Pass Interference (1),12,2016
J.Collins,Atlanta,CB,1,5,0,0,0,Defensive Holding (1),12,2016
M.Iupati,Arizona,G,1,9,0,0,0,Offensive Holding (1),12,2016
B.Hart,N.Y. Giants,G,1,5,0,0,1,False Start (1),12,2016
D.Funchess,Carolina,WR,1,10,0,0,0,Offensive Holding (1),12,2016
F.Clark,Seattle,DE,1,15,0,0,0,Unnecessary Roughness (1),12,2016
A.Branch,New England,NT,1,5,0,0,1,Neutral Zone Infraction (1),12,2016
J.Bradberry,Carolina,CB,1,11,0,0,0,Defensive Pass Interference (1),12,2016
P.Amukamara,Jacksonville,DB,1,18,0,0,0,Defensive Pass Interference (1),12,2016
R.Stanley,Baltimore,OL,0,0,1,0,1,Illegal Formation (1),12,2016
C.Hayward Jr.,San Diego,CB,1,3,0,0,0,Defensive Pass Interference (1),12,2016
D.Kaser,San Diego,P,1,5,0,0,1,Delay of Game (1),12,2016
B.Williams,Seattle,TE,0,0,1,0,0,Offensive Holding (1),12,2016
C.Coleman,Cleveland,WR,1,15,0,0,0,Face Mask (15 Yards) (1),12,2016
B.Irvin,Oakland,LB,1,0,0,0,1,Defensive Offside (1),12,2016
S.Bradford,Minnesota,QB,1,5,0,0,1,Delay of Game (1),12,2016
A.Hicks,Chicago,DT,1,5,0,0,0,Illegal Use of Hands (1),12,2016
A.Shipley,Arizona,C,1,10,0,0,0,Offensive Holding (1),12,2016
K.Bibbs,Denver,RB,1,10,0,0,0,Offensive Holding (1),12,2016
E.Weddle,Baltimore,DB,1,15,0,0,0,Unnecessary Roughness (1),12,2016
T.Young,Baltimore,CB,1,5,0,0,0,Defensive Holding (1),12,2016
A.Bailey,Cleveland,G,1,5,0,0,1,False Start (1),12,2016
A.Phillips,San Diego,DB,1,15,0,0,0,Unnecessary Roughness (1),12,2016
T.Higbee,LA Rams,TE,1,5,0,0,1,False Start (1),12,2016
J.Bushrod,Miami,T,1,10,0,0,0,Offensive Holding (1),12,2016
T.Green,Indianapolis,FS,1,5,0,0,0,Running Into the Kicker (1),12,2016
J.Kuhn,New Orleans,FB,1,10,0,0,0,Offensive Holding (1),12,2016
D.Robinson,Kansas City,WR,1,4,0,0,1,False Start (1),12,2016
L.Duvernay-Tardif,Kansas City,G,1,10,0,0,0,Offensive Holding (1),12,2016
R.Robinson,San Francisco,CB,0,0,1,0,0,Defensive Holding (1),12,2016
L.Paulsen,Chicago,TE,1,10,0,0,0,Offensive Pass Interference (1),12,2016
B.Callahan,Chicago,CB,1,5,0,0,0,Defensive Holding (1),12,2016
B.Maxwell,Miami,DB,1,17,0,0,0,Defensive Pass Interference (1),12,2016
J.Ajayi,Miami,RB,0,0,1,0,0,Illegal Touch Pass (1),12,2016
C.Thomas,LA Rams,DT,0,0,1,0,1,Defensive Offside (1),12,2016
L.McCray,Buffalo,LB,1,5,0,0,0,Running Into the Kicker (1),12,2016
C.Meredith,Chicago,WR,1,5,0,0,1,False Start (1),12,2016
D.Roberts,N.Y. Jets,CB,1,31,0,0,0,Defensive Pass Interference (1),12,2016
A.Hamilton,Oakland,DB,1,10,0,0,0,Offensive Holding (1),12,2016
T.Benjamin,San Diego,WR,0,0,0,1,0,Offensive Holding (1),12,2016
C.Harris,Denver,CB,1,5,0,0,0,Defensive Holding (1),12,2016
A.Williams,Detroit,LB,1,1,0,0,0,Offensive Holding (1),12,2016
K.Joseph,Oakland,SS,1,9,0,0,0,Defensive Pass Interference (1),12,2016
K.Neal,Atlanta,DB,1,3,0,0,0,Unnecessary Roughness (1),12,2016
J.Bosa,San Diego,DL,0,0,1,0,1,Defensive Offside (1),12,2016
D.Green-Beckham,Philadelphia,WR,1,10,0,0,0,Offensive Pass Interference (1),12,2016
C.Jones,Kansas City,DL,1,5,0,0,1,Encroachment (1),12,2016
B.Braunecker,Chicago,TE,1,8,0,0,0,Offensive Holding (1),12,2016
C.White,Buffalo,CB,1,1,0,0,0,Defensive Holding (1),12,2016
C.Hamilton,Pittsburgh,WR,1,5,0,0,1,False Start (1),12,2016
J.Peters,Philadelphia,T,1,0,0,0,1,False Start (1),12,2016
D.Whitner,Washington,SS,1,15,0,0,0,Unnecessary Roughness (1),12,2016
V.Mayle,Dallas,WR,1,10,0,0,0,Offensive Holding (1),12,2016
Q.Dunbar,Washington,CB,0,0,1,0,0,Defensive Holding (1),12,2016
L.Green,Pittsburgh,TE,1,10,0,0,0,Illegal Use of Hands (1),12,2016
A.Villanueva,Pittsburgh,T,0,0,1,0,1,Illegal Formation (1),12,2016
D.Swearinger,Arizona,DB,1,15,0,0,0,Face Mask (15 Yards) (1),12,2016
C.Reed,Jacksonville,G,1,5,0,0,1,False Start (1),12,2016
T.Gipson,Jacksonville,DB,1,22,0,0,0,Defensive Pass Interference (1),12,2016
D.Kelly,Tennessee,T,1,5,0,0,1,Illegal Formation (1),12,2016
L.Sims,Tennessee,CB,1,45,0,0,0,Defensive Pass Interference (1),12,2016
B.Rainey,N.Y. Giants,RB,1,5,0,0,0,Invalid Fair Catch Signal (1),12,2016
K.Robinson,N.Y. Giants,LB,1,15,0,0,0,Face Mask (15 Yards) (1),12,2016
C.Banjo,New Orleans,CB,1,5,0,0,0,Offside on Free Kick (1),12,2016
A.Donnal,LA Rams,T,1,5,0,0,1,False Start (1),12,2016
A.Burbridge,San Francisco,WR,1,10,0,0,0,Offensive Holding (1),12,2016
Z.Beadles,San Francisco,G,0,0,1,0,0,Offensive Holding (1),12,2016
J.Hunt,Seattle,OL,1,12,0,0,0,Chop Block (1),12,2016
J.Cash,Carolina,LB,1,8,0,0,0,Offensive Holding (1),12,2016
D.Simon,N.Y. Jets,DT,1,5,0,0,1,Neutral Zone Infraction (1),12,2016
T.Gafford,Denver,LS,1,10,0,0,0,Offensive Holding (1),12,2016
A.Derby,Denver,TE,1,4,0,0,1,False Start (1),12,2016
K.Acker,Kansas City,CB,1,12,0,0,0,Defensive Pass Interference (1),12,2016
J.Cook,Green Bay,TE,1,5,0,0,1,False Start (1),12,2016
Tr.Williams,San Diego,CB,1,5,0,0,0,Defensive Holding (1),12,2016
A.Levine,Baltimore,DB,1,9,0,0,0,Offensive Holding (1),12,2016
D.Bucannon,Arizona,OLB,1,4,0,0,0,Illegal Contact (1),12,2016
R.Alford,Atlanta,CB,1,5,0,0,0,Defensive Holding (1),12,2016
C.Whitehair,Chicago,OL,1,10,0,0,0,Offensive Holding (1),12,2016
M.Ingram,San Diego,DE,1,5,0,0,1,Defensive Offside (1),12,2016
R.Parker,Kansas City,FS,0,0,1,0,0,Illegal Contact (1),12,2016
D.Brees,New Orleans,QB,3,30,0,0,2,"Delay of Game (2), Intentional Grounding (1)",13,2016
T.Clemmings,Minnesota,T,2,10,1,0,2,"False Start (2), Offensive Holding (1)",13,2016
